filter,reducer,model,fold,n_features,auroc,bal_acc,f1_macro
differential_methylation,pca100,elasticnet,2,100.0,0.9323591678620908,0.7992403038784487,0.77365059183241
differential_methylation,pca100,svm,2,100.0,0.919113243699749,0.779774756763961,0.7571101435252379
differential_methylation,pca100,mlp,2,100.0,0.918672461339316,0.7421031587365055,0.7421031587365055
differential_methylation,pca100,cnn,2,100.0,0.8827073976641601,0.6151939224310276,0.6164800837339466
differential_methylation,pca200,xgboost,2,200.0,0.9139438865179942,0.7097627615620419,0.7179814488669719
differential_methylation,pca200,random_forest,2,200.0,0.8767772983504991,0.7131080900972945,0.7057605650956035
differential_methylation,pca200,logistic,2,200.0,0.929778565286715,0.8030321204851393,0.7919524365976743
differential_methylation,pca200,elasticnet,2,200.0,0.9309652823091892,0.8016326802612288,0.7887758763626466
differential_methylation,pca200,svm,2,200.0,0.9157479499985636,0.7740370518459283,0.7582630804228557
differential_methylation,pca200,mlp,2,200.0,0.9312160386880826,0.7226376116220178,0.7268591189607437
differential_methylation,pca200,cnn,2,200.0,0.8987419734179852,0.6374916699986671,0.6247175588639003
differential_methylation,pca300,xgboost,2,300.0,0.9057287400867616,0.6688457950153271,0.6687129744639554
differential_methylation,pca300,random_forest,2,300.0,0.8583283731602181,0.7090430494468879,0.701619778346121
differential_methylation,pca300,logistic,2,300.0,0.933610949381896,0.790430494468879,0.7834153938304883
differential_methylation,pca300,elasticnet,2,300.0,0.9347424436028212,0.8016326802612288,0.7887758763626466
differential_methylation,pca300,svm,2,300.0,0.9148929663880546,0.7740370518459283,0.7582630804228557
differential_methylation,pca300,mlp,2,300.0,0.9298797849282232,0.7335665733706517,0.7416969696969696
differential_methylation,pca300,cnn,2,300.0,0.9054399802443068,0.713514594162335,0.7005916138805542
differential_methylation,pls20,xgboost,2,20.0,0.9115029858542912,0.6740370518459283,0.6889722430607653
differential_methylation,pls20,random_forest,2,20.0,0.8995351887430351,0.6846927895508462,0.6947496947496946
differential_methylation,pls20,logistic,2,20.0,0.9267945669634666,0.7597627615620418,0.7695892255892257
differential_methylation,pls20,elasticnet,2,20.0,0.926286065179266,0.7430960948953752,0.7539827882960412
differential_methylation,pls20,svm,2,20.0,0.93315521974738,0.7209649473543916,0.7320105820105821
differential_methylation,pls20,mlp,2,20.0,0.924588614852248,0.7209649473543916,0.7360781415300783
differential_methylation,pls20,cnn,2,20.0,0.9230149617188266,0.7250299880047981,0.7399997101575293
differential_methylation,pls30,xgboost,2,30.0,0.9116082505452248,0.6478408636545382,0.6538820366856419
differential_methylation,pls30,random_forest,2,30.0,0.89974320283347,0.6792283086765294,0.6852229430542683
differential_methylation,pls30,logistic,2,30.0,0.9225309680100312,0.7097627615620419,0.7199396301192708
differential_methylation,pls30,elasticnet,2,30.0,0.924217132911433,0.6930960948953752,0.7017195767195767
differential_methylation,pls30,svm,2,30.0,0.9212784552170366,0.6876316140210582,0.7026270031486442
differential_methylation,pls30,mlp,2,30.0,0.9145804915063224,0.6781020924963349,0.6858873136788769
differential_methylation,pls30,cnn,2,30.0,0.9185353837264314,0.6873583899773424,0.6972499929258169
differential_methylation,ae,xgboost,3,64.0,0.8484912096255731,0.646070460704607,0.6351301390121266
differential_methylation,ae,random_forest,3,64.0,0.8283321929290821,0.6168021680216801,0.6149004124737188
differential_methylation,ae,logistic,3,64.0,0.8336409384357583,0.6338753387533875,0.6117038933940342
differential_methylation,ae,elasticnet,3,64.0,0.8320560150851439,0.6090785907859079,0.5930252539200344
differential_methylation,ae,svm,3,64.0,0.816964579736242,0.5953929539295393,0.5800673400673401
differential_methylation,ae,mlp,3,64.0,0.84525364031257,0.6424119241192412,0.6191856101156418
differential_methylation,ae,cnn,3,64.0,0.8242671522786754,0.567479674796748,0.5766991953432631
differential_methylation,ae_vae,xgboost,3,64.0,0.8180651400030984,0.6142276422764227,0.6088465011644302
differential_methylation,ae_vae,random_forest,3,64.0,0.8034729799969913,0.6223577235772358,0.6142310490136578
differential_methylation,ae_vae,logistic,3,64.0,0.801015156243802,0.5913279132791328,0.5682057057057057
differential_methylation,ae_vae,elasticnet,3,64.0,0.8022760279729283,0.6009485094850949,0.5779304684030346
differential_methylation,ae_vae,svm,3,64.0,0.7785379241012791,0.6009485094850949,0.5845695254456952
differential_methylation,ae_vae,mlp,3,64.0,0.8080366925769505,0.6417344173441735,0.6018117250511618
differential_methylation,ae_vae,cnn,3,64.0,0.7907587402303186,0.5691056910569106,0.5686837504919477
differential_methylation,chrom_hmm,xgboost,3,15.0,0.822322917391698,0.602710027100271,0.6044135612980844
differential_methylation,chrom_hmm,random_forest,3,15.0,0.8178188725583748,0.6112466124661246,0.6090534979423868
differential_methylation,chrom_hmm,logistic,3,15.0,0.8177109972390803,0.5768292682926829,0.5776885834724713
differential_methylation,chrom_hmm,elasticnet,3,15.0,0.8187213402098119,0.6101626016260163,0.5993640180226917
differential_methylation,chrom_hmm,svm,3,15.0,0.8298517418341816,0.6298102981029811,0.6064935064935065
differential_methylation,chrom_hmm,mlp,3,15.0,0.8368231527696387,0.6067750677506775,0.6027439447009614
differential_methylation,chrom_hmm,cnn,3,15.0,0.8291481526386653,0.6116531165311654,0.5880489101541734
differential_methylation,none,xgboost,3,5000.0,0.8753731619751989,0.667479674796748,0.6650542244763837
differential_methylation,none,random_forest,3,5000.0,0.8526641910819827,0.6275067750677507,0.6266534138695619
differential_methylation,none,logistic,3,5000.0,0.8873940892819587,0.668970189701897,0.6657932202458579
differential_methylation,none,elasticnet,3,5000.0,0.8865208053143774,0.6901084010840108,0.6807213054896076
differential_methylation,none,svm,3,5000.0,0.8728680661737576,0.6941734417344173,0.6756669081783871
differential_methylation,none,mlp,3,5000.0,0.8563600223478071,0.6864498644986451,0.6221852233805069
differential_methylation,none,cnn,3,5000.0,0.8203933281393018,0.524390243902439,0.4695071010860484
differential_methylation,pca100,xgboost,3,100.0,0.8601905129966791,0.6178861788617885,0.6165238987324877
differential_methylation,pca100,random_forest,3,100.0,0.8426909770167849,0.6319783197831979,0.6298001153180857
differential_methylation,pca100,logistic,3,100.0,0.8913888673718274,0.702710027100271,0.6880804009135684
differential_methylation,pca100,elasticnet,3,100.0,0.8912956797857126,0.702710027100271,0.6831913360147612
differential_methylation,pca100,svm,3,100.0,0.8699643200346667,0.6915989159891599,0.676930658522811
differential_methylation,pca100,mlp,3,100.0,0.8612698836357322,0.6745257452574526,0.6763855861164306
differential_methylation,pca100,cnn,3,100.0,0.85496874319406,0.7168021680216802,0.709067089368047
differential_methylation,pca200,xgboost,3,200.0,0.8556638658936989,0.65420054200542,0.649811038377131
differential_methylation,pca200,random_forest,3,200.0,0.8256426982507191,0.6153116531165311,0.6150341559548721
differential_methylation,pca200,logistic,3,200.0,0.8894636610512748,0.6841463414634146,0.6812542722922758
differential_methylation,pca200,elasticnet,3,200.0,0.8895231697587619,0.6730352303523035,0.6694773825208609
differential_methylation,pca200,svm,3,200.0,0.874048225534727,0.6815718157181573,0.673231233083222
differential_methylation,pca200,mlp,3,200.0,0.8819864869112651,0.6926829268292684,0.6947116896183111
differential_methylation,pca200,cnn,3,200.0,0.8475348464130872,0.6789972899728998,0.6495006185263331
differential_methylation,pca300,xgboost,3,300.0,0.8625429592807389,0.6845528455284553,0.6813020093652504
differential_methylation,pca300,random_forest,3,300.0,0.8325115967605411,0.6172086720867208,0.6121329923273657
differential_methylation,pca300,logistic,3,300.0,0.8903271220125899,0.6926829268292684,0.6872524203812548
differential_methylation,pca300,elasticnet,3,300.0,0.8924822802322195,0.6871273712737128,0.6786697836492088
differential_methylation,pca300,svm,3,300.0,0.8786678076322326,0.7037940379403794,0.6932127316956178
differential_methylation,pca300,mlp,3,300.0,0.8943821338413606,0.7008130081300813,0.7090868478251532
differential_methylation,pca300,cnn,3,300.0,0.7838265605108411,0.5547425474254742,0.4767614520758442
differential_methylation,pls20,xgboost,3,20.0,0.8337459978265898,0.6304878048780488,0.6304878048780488
differential_methylation,pls20,random_forest,3,20.0,0.8276332860332193,0.6430894308943089,0.6424365942028986
differential_methylation,pls20,logistic,3,20.0,0.8693562385257931,0.6493224932249322,0.6513227513227514
differential_methylation,pls20,elasticnet,3,20.0,0.8689195591210263,0.6493224932249322,0.6513227513227514
differential_methylation,pls20,svm,3,20.0,0.8642221694586457,0.6371273712737127,0.6374902874902874
differential_methylation,pls20,mlp,3,20.0,0.8637056757891521,0.6345528455284554,0.6333039388594943
differential_methylation,pls20,cnn,3,20.0,0.8514942149041761,0.6285907859078591,0.6318038686459738
differential_methylation,pls30,xgboost,3,30.0,0.83126268571095,0.6319783197831979,0.6314494294858951
differential_methylation,pls30,random_forest,3,30.0,0.8288692096652395,0.6375338753387534,0.6395453770837206
differential_methylation,pls30,logistic,3,30.0,0.8692692581441142,0.6285907859078591,0.6302568636786143
differential_methylation,pls30,elasticnet,3,30.0,0.8709706449280731,0.6397018970189702,0.6412570975461253
differential_methylation,pls30,svm,3,30.0,0.8610331398294652,0.6134146341463415,0.6147800360174942
differential_methylation,pls30,mlp,3,30.0,0.8606653945405789,0.6330623306233062,0.6319993744926822
differential_methylation,pls30,cnn,3,30.0,0.8724857641251088,0.6533875338753387,0.664644035416197
differential_methylation,ae,xgboost,4,64.0,0.8375271472156145,0.6112466124661246,0.6080229955229955
differential_methylation,ae,random_forest,4,64.0,0.8290022611901421,0.6267324816105304,0.6150985753152937
differential_methylation,ae,logistic,4,64.0,0.8726240478059731,0.7134533488192024,0.6622194057750794
differential_methylation,ae,elasticnet,4,64.0,0.8758238138219104,0.6997677119628339,0.6475602586713697
differential_methylation,ae,svm,4,64.0,0.8640087856823877,0.6753581107239643,0.6294960313947655
differential_methylation,ae,mlp,4,64.0,0.860048038342363,0.6237708091366627,0.6084577641286314
differential_methylation,ae,cnn,4,64.0,0.8761357860363158,0.6729965156794425,0.595664257501265
differential_methylation,ae_vae,xgboost,4,64.0,0.8022660690092597,0.5982578397212543,0.5912980381728642
differential_methylation,ae_vae,random_forest,4,64.0,0.8132433560658976,0.6226674409601239,0.6113897596656217
differential_methylation,ae_vae,logistic,4,64.0,0.8550641047325868,0.647289972899729,0.6070711988433507
differential_methylation,ae_vae,elasticnet,4,64.0,0.8514857967192174,0.6417344173441735,0.6014246271527824
differential_methylation,ae_vae,svm,4,64.0,0.8479320708790482,0.6547231900890437,0.6219860879955618
differential_methylation,ae_vae,mlp,4,64.0,0.8760018671808828,0.6977932636469223,0.6219298245614034
differential_methylation,ae_vae,cnn,4,64.0,0.8499778710834902,0.6361788617886179,0.596100434906586
differential_methylation,chrom_hmm,xgboost,4,15.0,0.857202282051059,0.6478319783197831,0.6522951071171333
differential_methylation,chrom_hmm,random_forest,4,15.0,0.8497688969748323,0.6364305071622144,0.636686189627366
differential_methylation,chrom_hmm,logistic,4,15.0,0.8640524837289739,0.6824816105303911,0.6612322481076697
differential_methylation,chrom_hmm,elasticnet,4,15.0,0.8692268698201632,0.6927990708478514,0.6662023158760947
differential_methylation,chrom_hmm,svm,4,15.0,0.8801105591146307,0.6894308943089431,0.6525644021262924
differential_methylation,chrom_hmm,mlp,4,15.0,0.8631770714700399,0.5640921409214092,0.5329194273270629
differential_methylation,chrom_hmm,cnn,4,15.0,0.8778870226981713,0.6232288037166086,0.6224468864468865
differential_methylation,none,xgboost,4,5000.0,0.9052585342466154,0.7294812233836624,0.73718890248878
differential_methylation,none,random_forest,4,5000.0,0.8989987658875748,0.6889082462253193,0.6960836787881969
differential_methylation,none,logistic,4,5000.0,0.9085666373681702,0.7638985675571042,0.7747284878863826
differential_methylation,none,elasticnet,4,5000.0,0.9056856253155526,0.7491289198606271,0.7444261930427939
differential_methylation,none,svm,4,5000.0,0.905274382280916,0.718776616337592,0.7078535845787308
differential_methylation,none,mlp,4,5000.0,0.8718334898568747,0.7273906310491677,0.6882535851354142
differential_methylation,none,cnn,4,5000.0,0.7908336029376558,0.4687766163375919,0.467488718717824
differential_methylation,pca100,xgboost,4,100.0,0.8928384180499709,0.6918892760356176,0.6943817663817664
differential_methylation,pca100,random_forest,4,100.0,0.8818242517043089,0.7165892373209446,0.7133889808014673
differential_methylation,pca100,logistic,4,100.0,0.9036625917527952,0.7897018970189702,0.7738364315697218
differential_methylation,pca100,elasticnet,4,100.0,0.9020937233151106,0.7841463414634147,0.7666112890674485
differential_methylation,pca100,svm,4,100.0,0.9059812154927324,0.7387146728610143,0.7253735682307111
differential_methylation,pca100,mlp,4,100.0,0.8636971205172134,0.6818815331010453,0.6729161045698024
differential_methylation,pca100,cnn,4,100.0,0.8761658141178111,0.658246225319396,0.6679344151453686
differential_methylation,pca200,xgboost,4,200.0,0.9037737126930112,0.6681765389082462,0.6670439593538466
differential_methylation,pca200,random_forest,4,200.0,0.8746813892184814,0.7084591560201315,0.7009826270933907
differential_methylation,pca200,logistic,4,200.0,0.9093601937530056,0.7778939217963609,0.7709749148773538
differential_methylation,pca200,elasticnet,4,200.0,0.9112750257941452,0.8015098722415795,0.7805383022774327
differential_methylation,pca200,svm,4,200.0,0.9100782442614396,0.7442702284165699,0.7338861350840215
differential_methylation,pca200,mlp,4,200.0,0.8687972259878398,0.6479481223383662,0.6478013081555726
differential_methylation,pca200,cnn,4,200.0,0.8704229513747367,0.7302942315137436,0.724583957416772
differential_methylation,pca300,xgboost,4,300.0,0.882262088564986,0.667789392179636,0.6618241805023414
differential_methylation,pca300,random_forest,4,300.0,0.8483230440077252,0.6907084785133565,0.6784927162285653
differential_methylation,pca300,logistic,4,300.0,0.9074431890346454,0.7834494773519164,0.7786839039422752
differential_methylation,pca300,elasticnet,4,300.0,0.9149389869159243,0.7897018970189702,0.7776554379789866
differential_methylation,pca300,svm,4,300.0,0.9142066837155064,0.7468447541618274,0.7376924407541948
differential_methylation,pca300,mlp,4,300.0,0.8771399836836077,0.6594463801780875,0.6640148382083866
differential_methylation,pca300,cnn,4,300.0,0.8334242474538535,0.6134146341463415,0.622871634196068
differential_methylation,pls20,xgboost,4,20.0,0.8990762169973227,0.6892953929539295,0.7049895158215783
differential_methylation,pls20,random_forest,4,20.0,0.9037801563152342,0.6982191250483933,0.7094244149272612
differential_methylation,pls20,logistic,4,20.0,0.9067407120592836,0.7066589237320944,0.7145583453275761
differential_methylation,pls20,elasticnet,4,20.0,0.9089572789875958,0.7107239643825011,0.7206971677559912
differential_methylation,pls20,svm,4,20.0,0.9190431979112308,0.7107239643825011,0.7194241520735721
differential_methylation,pls20,mlp,4,20.0,0.9046891622305454,0.6970383275261324,0.7024023618200151
differential_methylation,pls20,cnn,4,20.0,0.8987977598142997,0.6708478513356563,0.6770402723963836
differential_methylation,pls30,xgboost,4,30.0,0.900807845154124,0.6892953929539295,0.7020390417807921
differential_methylation,pls30,random_forest,4,30.0,0.8931871923989481,0.6982191250483933,0.7143721372396508
differential_methylation,pls30,logistic,4,30.0,0.9026873617299324,0.7066589237320944,0.7145583453275761
differential_methylation,pls30,elasticnet,4,30.0,0.9034931207727582,0.6963414634146341,0.7048404306916286
differential_methylation,pls30,svm,4,30.0,0.9088208357012252,0.7107239643825011,0.7216601702214631
differential_methylation,pls30,mlp,4,30.0,0.9016235712385088,0.702593883081688,0.7098324396842116
differential_methylation,pls30,cnn,4,30.0,0.8905369013246102,0.7087688734030198,0.6895604395604397
elasticnet,ae,xgboost,0,64.0,0.8713571018413786,0.6598627215780355,0.6531043685910943
elasticnet,ae,random_forest,0,64.0,0.8736324525160625,0.673863787818206,0.6617457763475463
elasticnet,ae,logistic,0,64.0,0.9218650722612536,0.7783353325336532,0.722539288668321
elasticnet,ae,elasticnet,0,64.0,0.9213105319767232,0.765733706517393,0.7174603174603175
elasticnet,ae,svm,0,64.0,0.9128476122319108,0.7602692256430762,0.7099824355971899
elasticnet,ae,mlp,0,64.0,0.9063421519580231,0.7490670398507263,0.7080664624524274
elasticnet,ae,cnn,0,64.0,0.9025470885836544,0.730827668932427,0.6510673594020601
elasticnet,ae_vae,xgboost,0,64.0,0.8777868720912418,0.6790550446488072,0.6748692338642872
elasticnet,ae_vae,random_forest,0,64.0,0.8847512863126878,0.6752632280421165,0.6645762528996062
elasticnet,ae_vae,logistic,0,64.0,0.9066786334339444,0.765733706517393,0.715711845687574
elasticnet,ae_vae,elasticnet,0,64.0,0.9063478786853488,0.765733706517393,0.715711845687574
elasticnet,ae_vae,svm,0,64.0,0.896619864749345,0.7562041849926696,0.7057876290612862
elasticnet,ae_vae,mlp,0,64.0,0.9172809648445538,0.770478475276556,0.6995517189156444
elasticnet,ae_vae,cnn,0,64.0,0.9078258279291592,0.7285685725709715,0.6399976902552211
elasticnet,chrom_hmm,xgboost,0,15.0,0.8732427203884372,0.6443222710915634,0.644410142069005
elasticnet,chrom_hmm,random_forest,0,15.0,0.8727386111674879,0.6943222710915634,0.6865942028985508
elasticnet,chrom_hmm,logistic,0,15.0,0.861401582886845,0.696947887511662,0.6615210139162234
elasticnet,chrom_hmm,elasticnet,0,15.0,0.8703279257623534,0.7078768492602959,0.6722943722943723
elasticnet,chrom_hmm,svm,0,15.0,0.8894040523390091,0.742203118752499,0.7042125210799911
elasticnet,chrom_hmm,mlp,0,15.0,0.8641192614844982,0.5937824870051979,0.5962621607782898
elasticnet,chrom_hmm,cnn,0,15.0,0.8849977524348298,0.724723443955751,0.7158673017950862
elasticnet,none,xgboost,0,7456.0,0.9157373824444252,0.6963081434093029,0.7050854152624063
elasticnet,none,random_forest,0,7456.0,0.9294239815842938,0.6898507263761163,0.6943254831907099
elasticnet,none,logistic,0,7456.0,0.9296884792862872,0.6963081434093029,0.7056194125159642
elasticnet,none,elasticnet,0,7456.0,0.9166833756566491,0.6660469145675063,0.6729598771704035
elasticnet,none,svm,0,7456.0,0.9264718755102996,0.7007796881247502,0.7092700929910233
elasticnet,none,mlp,0,7456.0,0.9113522795806744,0.6978408636545382,0.7047616991262541
elasticnet,none,cnn,0,7456.0,0.8867684417955813,0.6575969612155138,0.6488736613866958
elasticnet,pca100,xgboost,0,100.0,0.9197233215229936,0.7495135279221644,0.7457076079830571
elasticnet,pca100,random_forest,0,100.0,0.928321388729644,0.7650539784086364,0.7507772627241653
elasticnet,pca100,logistic,0,100.0,0.9303207447598058,0.756244168999067,0.7519856501892429
elasticnet,pca100,elasticnet,0,100.0,0.9302485836839416,0.7729108356657336,0.7653194012936436
elasticnet,pca100,svm,0,100.0,0.9228612308887388,0.7453152072504331,0.734983846045793
elasticnet,pca100,mlp,0,100.0,0.91149710047236,0.7367786218845795,0.7402572523262179
elasticnet,pca100,cnn,0,100.0,0.861352831216781,0.673144075703052,0.6447746298477067
elasticnet,pca200,xgboost,0,200.0,0.9264336380582692,0.7235905637744903,0.705570507935529
elasticnet,pca200,random_forest,0,200.0,0.9059929911431142,0.7725976276156205,0.7259040839051941
elasticnet,pca200,logistic,0,200.0,0.936176515947614,0.7477075836332133,0.7501949317738791
elasticnet,pca200,elasticnet,0,200.0,0.9346947005807644,0.7477075836332133,0.7501949317738791
elasticnet,pca200,svm,0,200.0,0.9257351936132712,0.7255764360922298,0.7302593485606629
elasticnet,pca200,mlp,0,200.0,0.9206687258044493,0.7493802479008397,0.7442475698289651
elasticnet,pca200,cnn,0,200.0,0.8288784273165685,0.573110755697721,0.5322298718684261
elasticnet,pca300,xgboost,0,300.0,0.9277486343007848,0.7317206450753032,0.7190175247811418
elasticnet,pca300,random_forest,0,300.0,0.9046051872936806,0.7797347727575636,0.7291289933694997
elasticnet,pca300,logistic,0,300.0,0.9350422632077292,0.6963081434093029,0.7081444991789819
elasticnet,pca300,elasticnet,0,300.0,0.9317182787594622,0.7184392909502865,0.7276794035414725
elasticnet,pca300,svm,0,300.0,0.9270324449744184,0.7351059576169532,0.7478714819755282
elasticnet,pca300,mlp,0,300.0,0.9105069978278864,0.6963081434093029,0.7121554712955555
elasticnet,pca300,cnn,0,300.0,0.8856936234804696,0.543202718912435,0.5487638533674338
elasticnet,pls20,xgboost,0,20.0,0.9059457289243804,0.6731840597094495,0.6772314660966927
elasticnet,pls20,random_forest,0,20.0,0.8941479431676163,0.6342463014794082,0.639604075185137
elasticnet,pls20,logistic,0,20.0,0.9198052623624878,0.6769758763161402,0.687224958949097
elasticnet,pls20,elasticnet,0,20.0,0.9212280290098837,0.6851059576169533,0.6995672682405587
elasticnet,pls20,svm,0,20.0,0.9185126985883808,0.6851059576169533,0.6977068793619142
elasticnet,pls20,mlp,0,20.0,0.9061825717546436,0.6688457950153271,0.6745121571169742
elasticnet,pls20,cnn,0,20.0,0.9150577383332648,0.6782420365187258,0.696396412914161
elasticnet,pls30,xgboost,0,30.0,0.9098599383200576,0.6731840597094495,0.6772314660966927
elasticnet,pls30,random_forest,0,30.0,0.897394086160279,0.6328468612554978,0.6381055896120459
elasticnet,pls30,logistic,0,30.0,0.9223555951756176,0.6769758763161402,0.687828888780946
elasticnet,pls30,elasticnet,0,30.0,0.9229055500103944,0.6851059576169533,0.6995672682405587
elasticnet,pls30,svm,0,30.0,0.9214443684398188,0.7239037718246034,0.7400676833326253
elasticnet,pls30,mlp,0,30.0,0.9162173863350908,0.6964414234306276,0.7075466443887496
elasticnet,pls30,cnn,0,30.0,0.909722461363243,0.68817806210849,0.6991848307637781
elasticnet,ae,xgboost,1,64.0,0.8630803045617643,0.6755689424364123,0.6781121399176954
elasticnet,ae,random_forest,1,64.0,0.8935433129308143,0.7018072289156626,0.7023732169931001
elasticnet,ae,logistic,1,64.0,0.8994414278745779,0.7012048192771085,0.701642093963334
elasticnet,ae,elasticnet,1,64.0,0.903763111831307,0.6900937081659974,0.6921806669392837
elasticnet,ae,svm,1,64.0,0.9001387528978474,0.6755689424364123,0.6694847020933977
elasticnet,ae,mlp,1,64.0,0.9015101515437812,0.7456492637215529,0.7391395154553049
elasticnet,ae,cnn,1,64.0,0.8924419894255547,0.6548862115127175,0.6565736648058347
elasticnet,ae_vae,xgboost,1,64.0,0.8784142658396957,0.7110441767068273,0.6943319433305414
elasticnet,ae_vae,random_forest,1,64.0,0.8664579988090048,0.6681392235609103,0.6502914619595133
elasticnet,ae_vae,logistic,1,64.0,0.8965198449670316,0.6700133868808568,0.6595278319254927
elasticnet,ae_vae,elasticnet,1,64.0,0.8962285173918113,0.6700133868808568,0.6595278319254927
elasticnet,ae_vae,svm,1,64.0,0.8908150241902727,0.724631860776439,0.6933446611181745
elasticnet,ae_vae,mlp,1,64.0,0.8879209053381473,0.6505354752342705,0.6311327561327561
elasticnet,ae_vae,cnn,1,64.0,0.8743696786830486,0.723694779116466,0.683301167172135
elasticnet,chrom_hmm,xgboost,1,15.0,0.8860161559629334,0.7153949129852744,0.7149219467401285
elasticnet,chrom_hmm,random_forest,1,15.0,0.8905578142338291,0.7249665327978582,0.7283075355780326
elasticnet,chrom_hmm,logistic,1,15.0,0.8777445082568489,0.6922356091030789,0.6757411957411957
elasticnet,chrom_hmm,elasticnet,1,15.0,0.8858589914459021,0.7224899598393574,0.7052359103685024
elasticnet,chrom_hmm,svm,1,15.0,0.8933767477632258,0.7058232931726908,0.6949431888937401
elasticnet,chrom_hmm,mlp,1,15.0,0.8078793697886574,0.5100401606425703,0.4864379084967321
elasticnet,chrom_hmm,cnn,1,15.0,0.8373756676058114,0.4936412315930388,0.4586300270785277
elasticnet,none,xgboost,1,7885.0,0.9191546937745324,0.7188085676037484,0.7342010941331824
elasticnet,none,random_forest,1,7885.0,0.9301086670669372,0.7132530120481927,0.7292859800315932
elasticnet,none,logistic,1,7885.0,0.9256962559541808,0.7314591700133869,0.7454197643580714
elasticnet,none,elasticnet,1,7885.0,0.916468377640737,0.6814591700133869,0.6912091752446309
elasticnet,none,svm,1,7885.0,0.9274830759887492,0.7188085676037484,0.7337533206831118
elasticnet,none,mlp,1,7885.0,0.9363637482693804,0.7046184738955823,0.7245759704776099
elasticnet,none,cnn,1,7885.0,0.7763640333166008,0.4210843373493976,0.2346098473941837
elasticnet,pca100,xgboost,1,100.0,0.908577926343162,0.67095046854083,0.6765512394883024
elasticnet,pca100,random_forest,1,100.0,0.9094142070579372,0.7431726907630521,0.744202313693839
elasticnet,pca100,logistic,1,100.0,0.9141186728492262,0.742570281124498,0.7498372321901733
elasticnet,pca100,elasticnet,1,100.0,0.913397731737596,0.7385542168674699,0.7434117838976139
elasticnet,pca100,svm,1,100.0,0.9247756238705472,0.7552208835341365,0.7650011629856818
elasticnet,pca100,mlp,1,100.0,0.9076391757538674,0.7274431057563587,0.7414981957306205
elasticnet,pca100,cnn,1,100.0,0.9100019309137336,0.723694779116466,0.6990297040225304
elasticnet,pca200,xgboost,1,200.0,0.8932832309162874,0.6487282463186078,0.6540037502604347
elasticnet,pca200,random_forest,1,200.0,0.8849634688526664,0.7200133868808569,0.7132579241369151
elasticnet,pca200,logistic,1,200.0,0.922170870550798,0.7289825970548862,0.7384908447984281
elasticnet,pca200,elasticnet,1,200.0,0.9190299262544556,0.7098393574297188,0.711292393059754
elasticnet,pca200,svm,1,200.0,0.9315869686453966,0.7314591700133869,0.7449335886060453
elasticnet,pca200,mlp,1,200.0,0.9166146765076464,0.7406961178045516,0.7489353464963221
elasticnet,pca200,cnn,1,200.0,0.9117071324654082,0.774966532797858,0.7378787878787879
elasticnet,pca300,xgboost,1,300.0,0.8937613854153801,0.6441097724230254,0.6509099616858237
elasticnet,pca300,random_forest,1,300.0,0.8870400139949209,0.731124497991968,0.7327496351886595
elasticnet,pca300,logistic,1,300.0,0.926609229594959,0.7314591700133869,0.7424530980429888
elasticnet,pca300,elasticnet,1,300.0,0.9226455145042114,0.7274431057563587,0.7358110723964383
elasticnet,pca300,svm,1,300.0,0.9314370149482444,0.7188085676037484,0.7365701836290071
elasticnet,pca300,mlp,1,300.0,0.9273946636342822,0.7178714859437751,0.729143497491362
elasticnet,pca300,cnn,1,300.0,0.902993353684955,0.7434404283801874,0.6850807134339866
elasticnet,pls20,xgboost,1,20.0,0.8993919666717654,0.6814591700133869,0.6912091752446309
elasticnet,pls20,random_forest,1,20.0,0.9025246004044696,0.7274431057563587,0.7501984126984126
elasticnet,pls20,logistic,1,20.0,0.9204937704060407,0.7354752342704151,0.7607813579549023
elasticnet,pls20,elasticnet,1,20.0,0.920611522515254,0.7354752342704151,0.7607813579549023
elasticnet,pls20,svm,1,20.0,0.9210193649879578,0.7006024096385541,0.7214006674715456
elasticnet,pls20,mlp,1,20.0,0.9198910642456672,0.6894912985274431,0.7075997357105254
elasticnet,pls20,cnn,1,20.0,0.9290093669538634,0.7157295850066934,0.7406570532126061
elasticnet,pls30,xgboost,1,30.0,0.9007486198897476,0.6774431057563587,0.6891885573019271
elasticnet,pls30,random_forest,1,30.0,0.8978402918483629,0.7259036144578314,0.7464314909136641
elasticnet,pls30,logistic,1,30.0,0.9183118412955236,0.7147925033467203,0.7341228441186146
elasticnet,pls30,elasticnet,1,30.0,0.919729971098552,0.7354752342704151,0.7567740508992499
elasticnet,pls30,svm,1,30.0,0.9205596618715112,0.7212851405622489,0.749625468164794
elasticnet,pls30,mlp,1,30.0,0.9162887297259736,0.6894912985274431,0.7045420327940652
elasticnet,pls30,cnn,1,30.0,0.917043303910189,0.6799196787148595,0.69649969832028
elasticnet,ae,xgboost,2,64.0,0.8791999501134148,0.6828468612554978,0.6854960714670111
elasticnet,ae,random_forest,2,64.0,0.8880066866222077,0.7257097161135545,0.7229435748575077
elasticnet,ae,logistic,2,64.0,0.9253948847642088,0.7983873117419699,0.7521450728127643
elasticnet,ae,elasticnet,2,64.0,0.9257104394337082,0.7983873117419699,0.7521450728127643
elasticnet,ae,svm,2,64.0,0.9184891972657911,0.7705184592829535,0.738910934744268
elasticnet,ae,mlp,2,64.0,0.9077511687878,0.7538517926162869,0.7281432748538011
elasticnet,ae,cnn,2,64.0,0.8737084605261517,0.664234306277489,0.6725182863113898
